Plant.Code,huc_12,YEAR,Plant.Name,County,State,Name.of.Water.Source,coolingType,ModelType,Plant.level_dom_fuel,general_mover,Net.Generation.Year.To.Date,cu_mgd,cu_lower_mgd,cu_upper_mgd,wd_mgd,wd_lower_mgd,wd_upper_mgd
6168,020801060602,2019,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,15324539,30.9165826555743,24.114934471348,37.7182308398007,1611.72055059127,732.363429118326,12098.9454468534
7213,030101020601,2019,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,1281310,1.69477189827575,1.38971295658612,1.99983083996539,2.37268065758606,1.56342707615938,3.99966167993078
10377,020802060201,2019,James River Genco LLC,Hopewell City,VA,Municipality,Recirculating Tower,tower,coal,ST,17158,0,0,0,0,0,0
10633,020802060201,2019,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1495428,1.27022585578642,1.04158520174486,1.49886650982797,1.77831619810099,1.17178335196297,2.99773301965595
10771,020802060201,2019,Hopewell Power Station,Hopewell City,VA,Municipality,Recirculating Tower,tower,biomass,ST,285836,0.616118081880368,0.505216827141902,0.727019336618835,0.862565314632516,0.56836893053464,1.45403867323767
10773,030101011305,2019,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,272457,0.533045310069649,0.437097154257113,0.628993465882186,0.746263434097509,0.491734298539252,1.25798693176437
10774,030102011206,2019,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,265571,0.585653924276483,0.480236217906716,0.69107163064625,0.819915493987076,0.540265745145056,1.3821432612925
50658,020700100803,2019,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,723286,1.50587153714461,1.23481466045858,1.77692841383064,2.10822015200246,1.3891664930159,3.55385682766128
54081,020802060101,2019,Spruance Operating Services LLC,Richmond City,VA,James River,Recirculating Tower,tower,multi-fuel,ST,16219,0,0,0,0,0,0
54304,020801040201,2019,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,51529,0.0959553408577786,0.0786833795033784,0.113227302212179,0.13433747720089,0.0885188019413008,0.226454604424357
55439,020802040502,2019,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,5938030,2.87175873182469,2.35484216009624,3.38867530355313,4.02046222455456,2.64919743010828,6.77735060710626
56807,020802031502,2019,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,3558440,1.71859561103269,1.40924840104681,2.02794282101857,2.40603385544577,1.58540445117766,4.05588564203715
58560,030101040404,2019,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,206566,0.353189794255515,0.289615631289523,0.416763957221508,0.494465711957721,0.325817585200713,0.833527914443016
59004,020700080703,2019,Stonewall,Loudoun,VA,Municipality,Recirculating Tower,tower,gas,NGCC,3957679,1.88196439875295,1.54321080697742,2.22071799052849,2.63475015825414,1.7361121578496,4.44143598105697
3775,060102050403,2020,Clinch River,Russell,VA,Clinch River,Recirculating Tower,tower,gas,ST,271022,0.456297499035639,0.374163949209224,0.538431048862054,0.638816498649894,0.420934442860377,1.07686209772411
3797,020802060106,2020,Chesterfield,Chesterfield,VA,James River,Once-through fresh,river,multi-fuel,multiple,3486274,1.88837959900224,1.47293608722175,2.30382311078274,230.253978450059,104.35415582687,1744.3579444177
3804,020700110106,2020,Possum Point,Prince William,VA,Potomac River,Recirculating Tower,tower,gas,multiple,3424011,1.75900252258602,1.44238206852054,2.07562297665151,2.46260353162043,1.6226798270856,4.15124595330301
3806,020802060704,2020,Surry,Surry,VA,James River,Once-through saline,OS,nuclear,ST,14340151,0,0,0,1479.68752490595,671.321990236076,11169.4026260927
3809,020801070204,2020,Yorktown,York,VA,York River,Once-through saline,OS,multi-fuel,ST,59989,0,0,0,7.57329841789363,3.44404776903475,56.6866104612178
6168,020801060602,2020,North Anna,Louisa,VA,North Anna River,Once-through fresh,lake,nuclear,ST,15799903,31.8440952478573,24.8383942933287,38.8497962023859,1692.35196153058,770.508134324789,12617.7986943626
7213,030101020601,2020,Clover,Halifax,VA,Roanoke River,Recirculating Tower,tower,coal,ST,1240625,1.75236718152564,1.43694108885103,2.06779327420026,2.4533140541359,1.61655872495741,4.13558654840052
10633,020802060201,2020,Hopewell Cogeneration,Prince George,VA,Municipality,Recirculating Tower,tower,gas,NGCC,1921330,1.64373728565154,1.34786457423426,1.93960999706881,2.30123219991215,1.51634764601354,3.87921999413762
10771,020802060201,2020,Hopewell Power Station,Hopewell City,VA,Municipality,Recirculating Tower,tower,biomass,ST,75987,0.175510385622088,0.143918516210112,0.207102255034064,0.245714539870923,0.161908330736376,0.414204510068128
10773,030101011305,2020,Altavista Power Station,Campbell,VA,Staunton River,Recirculating Tower,tower,biomass,ST,297903,0.60199185801778,0.49363332357458,0.710350392460981,0.842788601224893,0.555337489021402,1.42070078492196
10774,030102011206,2020,Southampton Power Station,Southampton,VA,Wells,Recirculating Tower,tower,biomass,ST,272199,0.610426545837808,0.500549767587002,0.720303324088613,0.854597164172931,0.563118488535377,1.44060664817723
50658,020700100803,2020,Covanta Fairfax Energy,Fairfax,VA,Municipality,Recirculating Tower,tower,biomass,ST,720717,1.52525271250333,1.25070722425273,1.79979820075393,2.13535379750466,1.40704562728432,3.59959640150785
54081,020802060101,2020,Spruance Operating Services LLC,Richmond City,VA,James River,Recirculating Tower,tower,gas,ST,51819,0,0,0,0,0,0
54304,020801040201,2020,Birchwood Power,King George,VA,Rappahannock River,Recirculating Tower,tower,coal,ST,81701,0.127050309297457,0.104181253623914,0.149919364970999,0.177870433016439,0.117203910326904,0.299838729941998
55439,020802040502,2020,Tenaska Virginia Generating Station,Fluvanna,VA,James River,Recirculating Tower,tower,gas,NGCC,4533164,2.33300500494686,1.91306410405643,2.7529459058373,3.26620700692561,2.15219711706348,5.5058918116746
56807,020802031502,2020,Bear Garden,Buckingham,VA,James River (ECTI),Recirculating Tower,tower,gas,NGCC,4270401,2.10455714789554,1.72573686127434,2.48337743451674,2.94638000705376,1.94145396893364,4.96675486903347
58560,030101040404,2020,Halifax County Biomass,Halifax,VA,HCSA Maple Avenue WWTP,Recirculating Tower,tower,biomass,ST,181914,0.320514343229698,0.262821761448352,0.378206925011043,0.448720080521577,0.295674481629396,0.756413850022086
59004,020700080703,2020,Stonewall,Loudoun,VA,Municipality,Recirculating Tower,tower,gas,NGCC,4951542,2.25349132791168,1.84786288888758,2.65911976693579,3.15488785907636,2.07884574999853,5.31823953387157
